user_id,top_isbns
251019,"446310786,385336772,140067477,2005018,1900850303,609804618,8445071408,60914068,3404921038,316769487"
251097,"380778556,8445071408,449005615,679865691,074322678X,316735736,345417623,1879384493,425163091,964778319"
251122,"8445071408,074322678X,847223973X,140067477,441783589,375509038,374157065,679429220,446310786,60973129"
251140,"840734530,449005615,8476409419,374157065,60929790,609804618,446310786,2005018,966986105,074322678X"
251150,"8401422825,140067477,60929790,847223973X,446310786,966986105,786868716,553347594,1881320189,345417623"
251157,"8445071408,847223973X,446310786,399135782,316769487,1569871213,380778556,074322678X,425099148,2070423204"
251164,"966986105,446310786,425099148,345372700,8445071408,553582747,074322678X,1900850303,553347594,60168013"
251216,"399135782,8445071408,449005615,8445071777,074322678X,345372700,840734530,1558531025,375500766,964778319"
251242,"786868716,8445071408,380778556,609804618,140067477,553582747,8401422825,964778319,1881320189,60168013"
251253,"8445071408,966986105,399135782,2005018,345417623,679865691,671621009,1881320189,345372700,1879384493"
251377,"399135782,140067477,385336772,8401422825,441783589,374157065,689821166,1879384493,609804618,2740230"
251394,"8445071408,786868716,553347594,451208080,679429220,1558531025,847223973X,8476409419,671621009,425099148"
251422,"964778319,60929790,689821166,399135782,679865691,553347594,316748641,439095026,374157065,553582747"
251478,"449005615,8445071408,399135782,553347594,316769487,441783589,679429220,609804618,8476409419,374157065"
251483,"786868716,8445071408,2005018,679865691,451166892,1558531025,8401422825,380778556,671621009,812575482"
251495,"964778319,8445071408,847223973X,1569871213,449005615,553347594,375500766,312252617,609804618,8445071777"
251501,"446310786,316769487,140067477,679865691,8445071408,964778319,425099148,60929790,847223973X,380778556"
251518,"446310786,8445071408,671867156,964778319,140067477,399135782,316769487,345372700,609804618,8445071777"
251522,"553347594,786868716,449005615,074322678X,140067477,1900850303,399135782,8445071408,374157065,441783589"
251560,"446310786,8445071408,1881320189,385336772,812575482,2070423204,60973129,1569871213,316769487,2740230"
251572,"316769487,140067477,316735736,8445071408,446310786,553582747,345372700,074322678X,1900850303,380778556"
251580,"8445071408,446310786,1881320189,425163091,966986105,385336772,439095026,2740230,074322678X,380778556"
251613,"3404921038,446310786,553347594,609804618,316769487,2740230,399135782,8476409419,449005615,380619458"
251642,"1881320189,8445071408,786868716,345372700,399135782,375509038,609804618,380619458,1569871213,8476409419"
251721,"385336772,8445071408,399135782,074322678X,345372700,840734530,2005018,3404921038,440225701,60168013"
251730,"446310786,441783589,345372700,609804618,385336772,8445071777,847223973X,786868716,074322678X,8445071408"
251744,"684823802,8401422825,1558531025,374157065,964778319,380778556,074322678X,609804618,553582747,8445071408"
251808,"8445071408,1900850303,553347594,1881320189,380715899,399135782,1569871213,8445071777,671888587,380778556"
251843,"8445071408,446310786,399135782,679865691,449005615,1879384493,684823802,60973129,966986105,316769487"
251844,"8445071408,60168013,812575482,425099148,375759778,449005615,399135782,671621009,786868716,1881320189"
251851,"847223973X,399135782,345372700,8445071408,451410319,609804618,449005615,316769487,1879384493,60929790"
251859,"2740230,385336772,8445071408,840734530,375509038,140067477,038572179X,553347594,8445071777,374157065"
251890,"8445071408,399135782,316735736,671621009,1841721522,847223973X,440234743,1879384493,345372700,380778556"
251975,"399135782,1879384493,553347594,609804618,449005615,679429220,1841721522,1881320189,60914068,140067477"
252020,"964778319,451166892,446310786,8476409419,553347594,399135782,847223973X,966986105,1558531025,786868716"
252071,"8445071408,440223571,425163091,399135782,8445071777,446310786,553347594,679429220,847223973X,140067477"
252159,"2740230,1558531025,374157065,380778556,1569871213,8445071408,847223973X,316769487,60976845,786868716"
252222,"316769487,446310786,385336772,2740230,1900850303,2005018,449005615,3404921038,964778319,786868716"
252282,"385336772,316769487,609804618,553347594,8401422825,60929790,441783589,8445071408,60976845,375509038"
252287,"399135782,446310786,8445071408,1900850303,380778556,609804618,140067477,449005615,966986105,684823802"
252292,"8445071408,316769487,60929790,140067477,684823802,385336772,689821166,966986105,446310786,553347594"
252347,"140067477,449005615,786868716,609804618,3404921038,553347594,8445071408,1569871213,038078243X,8401422825"
252348,"446310786,8445071408,425099148,847223973X,380715899,8401422825,8445071777,385336772,966986105,452264464"
252351,"452264464,3404921038,8445071408,684823802,399135782,966986105,609804618,345372700,446310786,374157065"
252559,"316735736,8401422825,140067477,60929790,3404921038,60168013,446310786,312252617,553584383,8445071408"
252573,"8445071408,553347594,446310786,609804618,345372700,1569871213,840734530,60929790,375509038,60914068"
252574,"8445071408,380778556,345372700,8445071777,446310786,1879384493,385336772,60929790,316769487,2070423204"
252622,"8445071408,786868716,2740230,8401422825,1558531025,316769487,451166892,609804618,679865691,345372700"
252627,"8445071408,8476409419,1558531025,553347594,439095026,679429220,385336772,60976845,8401422825,038572179X"
252654,"399135782,786868716,553347594,316769487,380778556,1879384493,452264464,847223973X,840734530,964778319"
252659,"449005615,446310786,1881320189,3404921038,399135782,8401422825,316769487,609804618,451406923,553347594"
252694,"446310786,8445071408,8401422825,451406923,964778319,375406328,671621009,840734530,316769487,380778556"
252695,"316769487,385336772,375406328,1881320189,966986105,553347594,399135782,786868716,449005615,140067477"
252719,"553347594,966986105,446310786,609804618,1558531025,140067477,074322678X,8445071408,1841721522,380778556"
252777,"8445071408,316735736,671867156,553584383,074322678X,1879384493,345372700,609804618,399135782,374157065"
252820,"8445071408,316748641,345372700,449005615,074322678X,399135782,080652121X,446310786,553347594,1558531025"
252827,"3404921038,140067477,8445071408,60168013,786868716,609804618,425099148,316769487,8401422825,312252617"
252848,"812575482,786868716,966986105,074322678X,140067477,385336772,345417623,449005615,446310786,440234743"
252865,"553347594,609804618,385336772,425099148,8445071408,679865691,3404921038,60976845,451166892,1879384493"
252900,"1881320189,679810307,553347594,1900850303,8445071408,812575482,380778556,689821166,2740230,553583468"
252921,"60929790,786868716,553347594,8445071408,316769487,312252617,1558531025,425099148,609804618,452264464"
252982,"449005615,446310786,8445071408,2740230,140067477,1879384493,375410538,374157065,60929790,440223571"
253005,"8445071408,446310786,966986105,1881320189,399135782,1879384493,847223973X,840734530,786868716,812575482"
253082,"8476409419,840734530,609804618,3404921038,8445071408,8445071777,679429220,1569871213,316748641,316769487"
253106,"345417623,140067477,847223973X,60914068,1881320189,375406328,1900850303,316769487,8445071408,038572179X"
253226,"8445071408,553347594,316769487,1841721522,140067477,440234743,1558531025,609804618,345372700,679810307"
253322,"446310786,440223571,312252617,847223973X,1879384493,316769487,609804618,2005018,8445071777,8445071408"
253407,"553347594,847223973X,8445071408,2005018,966986105,380778556,679865691,316748641,316769487,2740230"
253482,"345465083,553347594,399135782,8445071408,1569871213,449005615,847223973X,812575482,1879384493,446310786"
253556,"140067477,553347594,1879384493,786868716,966986105,1900850303,8401422825,840734530,345372700,1558531025"
253563,"553347594,446310786,3404921038,8445071408,375509038,074322678X,316748641,441783589,1879384493,399135782"
253580,"553347594,399135782,8476409419,1569871213,1881320189,8445071408,3404921038,385336772,786868716,312252617"
253626,"399135782,60929790,1900850303,074322678X,786868716,425099148,2005018,1841721522,60168013,8445071408"
253629,"553347594,446310786,60168013,374157065,441783589,316769487,345372700,1558531025,8445071408,2005018"
253652,"446310786,441783589,8445071408,399135782,786868716,316769487,8401422825,140067477,966986105,451410319"
253714,"840734530,8445071408,399135782,380778556,786868716,553347594,609804618,038572179X,345372700,966986105"
253780,"553347594,399135782,140067477,345372700,8401422825,1881320189,1900850303,2070423204,609804618,60976845"
253821,"074322678X,60976845,553347594,316735736,60914068,399135782,8445071777,316769487,8401422825,385336772"
253841,"316769487,8445071408,399135782,60976845,671621009,553582747,345372700,553347594,3404921038,8401422825"
253855,"8445071408,446310786,2740230,399135782,2005018,679865691,553582747,840734530,684823802,679429220"
253867,"609804618,8445071408,399135782,553347594,8445071777,441783589,786868716,312252617,847223973X,1569871213"
253871,"1879384493,3404921038,840734530,1558531025,8445071408,446310786,425184226,399135782,679810307,966986105"
253949,"609804618,1879384493,1569871213,140067477,316769487,553584383,847223973X,671621009,8476409419,375509038"
253964,"316769487,3404921038,8401422825,399135782,60976845,553583468,345402871,609804618,375509038,140067477"
254043,"446310786,8401422825,553347594,375509038,8445071408,1879384493,316769487,786868716,345417623,399135782"
254053,"786868716,553347594,074322678X,449005615,452264464,446310786,8401422825,399135782,609804618,1879384493"
254066,"8445071408,385336772,3404921038,8401422825,446310786,345372700,966986105,1569871213,553582747,60976845"
254144,"1881320189,8445071408,425099148,3404921038,316769487,966986105,553347594,345372700,440223571,964778319"
254159,"609804618,553347594,446310786,840734530,8445071408,3404921038,345372700,684823802,671621009,449005615"
254160,"140067477,609804618,399135782,1879384493,1881320189,786868716,553347594,345417623,440225701,074322678X"
254189,"8445071408,140067477,316735736,8445071777,1900850303,786868716,847223973X,671867156,375509038,812575482"
254201,"8445071408,375759778,609804618,671621009,399135782,1879384493,2740230,684823802,8401422825,451410319"
254206,"8445071408,847223973X,446310786,786868716,679429220,345372700,671621009,1900850303,399135782,60914068"
254241,"399135782,375500766,8401422825,2740230,345465083,451410319,964778319,966986105,374157065,840734530"
254287,"1879384493,316769487,553347594,2740230,399135782,8445071408,786868716,3404921038,679865691,446310786"
254299,"1900850303,440225701,375509038,446310786,8445071408,440234743,679429220,8401422825,074322678X,60914068"
254303,"449005615,374157065,446310786,609804618,553584383,8445071408,3404921038,316769487,8401422825,964778319"
254412,"380778556,8445071408,446310786,8445071777,375500766,786868716,425182908,374157065,345402871,1881320189"
254465,"3404921038,609804618,074322678X,8445071408,2005018,374157065,1879384493,671867156,399135782,380715899"
254502,"8445071408,8476409419,345417623,446310786,2740230,609804618,1879384493,553347594,8445071777,966986105"
254534,"440234743,449005615,609804618,399135782,316735736,140067477,1881320189,786868716,312252617,8445071408"
254589,"8445071408,399135782,840734530,2740230,8445071777,553347594,1900850303,425099148,966986105,074322678X"
254676,"345372700,074322678X,60168013,964778319,451208080,8445071408,786868716,316769487,2005018,449005615"
254704,"609804618,2740230,786868716,8445071777,8445071408,446310786,074322678X,8401422825,345417623,374157065"
254751,"786868716,446310786,1881320189,1569871213,8445071408,1879384493,425099148,840734530,375406328,449005615"
254758,"345372700,8476409419,840734530,684823802,8445071777,1558531025,1881320189,446310786,374157065,8445071408"
254786,"316769487,8445071777,553347594,380778556,140067477,451406923,449005615,399135782,316748641,8445071408"
254863,"8445071408,609804618,840734530,8445071777,425099148,60938412,446310786,451208080,671621009,679429220"
254867,"8445071408,446310786,345372700,1879384493,60929790,609804618,679865691,316735736,8445071777,140067477"
254938,"786868716,8445071408,553347594,1558531025,966986105,8401422825,1879384493,140067477,1881320189,074322678X"
254971,"8445071408,399135782,8401422825,679865691,425163091,345372700,449005615,2005018,425099148,553582747"
254982,"399135782,8445071408,60929790,440234743,1575663937,840734530,446310786,375500766,439095026,345372700"
255045,"140067477,8445071408,446310786,847223973X,440234743,8401422825,671621009,451166892,966986105,449005615"
255056,"8445071408,385336772,074322678X,345372700,964778319,380715899,345417623,847223973X,966986105,8445071777"
255078,"140067477,1881320189,8445071408,8445071777,345417623,812575482,441783589,446310786,3404921038,1569871213"
255092,"399135782,446310786,679865691,679429220,553347594,60976845,440234743,8401422825,964778319,8445071408"
255175,"446310786,8445071408,964778319,399135782,689821166,451410319,074322678X,671621009,345372700,553347594"
255189,"345417623,380778556,8445071408,441783589,3404921038,1569871213,140067477,684823802,812575482,2070423204"
255218,"449005615,140067477,380778556,8476409419,8445071408,374157065,1879384493,2005018,812575482,375509038"
255267,"8445071408,380778556,316769487,1879384493,60973129,553582747,60976845,446310786,449005615,451208080"
255275,"446310786,1879384493,316769487,679865691,399135782,1558531025,1900850303,345417623,8445071408,345372700"
255289,"964778319,8445071408,2740230,1881320189,399135782,140067477,8476409419,446310786,316769487,451410319"
255320,"8445071408,345372700,380778556,1558531025,345417623,399135782,609804618,3404921038,60973129,316769487"
255376,"609804618,8445071408,786868716,449005615,8401422825,812575482,316769487,679865691,966986105,399135782"
255471,"812575482,8445071408,3404921038,679865691,451208080,446310786,2740230,449005615,316769487,345465083"
255489,"966986105,451208080,553347594,8445071408,140067477,399135782,385336772,684823802,743249992,1558531025"
255517,"8445071408,399135782,446310786,966986105,451208080,847223973X,451410319,345372700,3404921038,1881320189"
255546,"964778319,8401422825,446310786,553347594,8445071408,316769487,1879384493,385336772,679429220,671621009"
255618,"3404921038,8445071408,074322678X,671621009,8445071777,60168013,786868716,553278398,553347594,812575482"
255655,"345372700,452264464,374157065,786868716,8445071777,451410319,140067477,451166892,449005615,380778556"
255661,"8445071408,840734530,375759778,1569871213,316769487,375509038,553347594,679429220,60168013,812575482"
255679,"345372700,786868716,140067477,1558531025,446310786,399135782,074322678X,1879384493,553347594,60976845"
255719,"8445071408,60976845,553582747,316735736,2005018,140067477,964778319,446310786,451208080,345417623"
255748,"399135782,609804618,60929790,8445071408,446310786,786868716,966986105,074322678X,1900850303,1879384493"
255799,"446310786,1879384493,8445071408,316735736,786868716,316769487,840734530,689821166,449005615,2740230"
255814,"446310786,8445071408,553347594,966986105,847223973X,449005615,812575482,2740230,446601640,3404921038"
255846,"8445071408,1879384493,451166892,3404921038,786868716,689821166,679810307,452264464,964778319,380778556"
255943,"8445071408,553347594,140067477,1569871213,316735736,067176537X,1879384493,8401422825,1881320189,786868716"
255979,"8445071408,446310786,3404921038,440234743,2005018,609804618,312252617,449005615,316769487,1558531025"
256167,"553347594,375509038,074322678X,689821166,380778556,847223973X,8445071408,964778319,446310786,425099148"
256247,"8445071408,1881320189,446310786,140067477,316748641,966986105,345372700,679865691,1569871213,786868716"
256384,"553347594,8445071408,609804618,446310786,1558531025,8445071777,345417623,380778556,140067477,966986105"
256402,"446310786,8445071408,399135782,074322678X,679865691,812575482,8445071777,380715899,553347594,345372700"
256407,"8445071408,553347594,1879384493,449005615,1569871213,446310786,316769487,847223973X,8401422825,689821166"
256440,"446310786,140067477,553347594,399135782,840734530,679865691,2005018,425099148,966986105,375500766"
256457,"446310786,1558531025,385336772,8445071408,60168013,8476409419,2070423204,679429220,1879384493,316769487"
256544,"446310786,8445071408,671867156,2005018,399135782,440234743,425099148,553347594,449005615,553582747"
256593,"3404921038,8476409419,1900850303,449005615,446310786,842342702,399135782,451208080,60976845,380778556"
256603,"140067477,2740230,8445071408,609804618,679865691,375509038,345372700,2005018,1900850303,446310786"
256604,"8445071408,441783589,345372700,8401422825,446310786,553347594,316769487,679865691,847223973X,1900850303"
256630,"312252617,2740230,8401422825,446310786,553347594,399135782,3404921038,8445071408,451406923,609804618"
256659,"1881320189,446310786,609804618,840734530,8445071408,553582747,1558531025,553347594,440234743,847223973X"
256839,"446310786,8445071408,60976845,553278398,452264464,399135782,345402871,2005018,074322678X,812575482"
256843,"8445071408,2740230,446310786,553347594,074322678X,3404921038,399135782,345402871,451410319,316735736"
256925,"847223973X,8445071408,446310786,964778319,140067477,374157065,1558531025,399135782,425099148,1881320189"
256972,"8445071408,609804618,2740230,2070423204,1900850303,446310786,553582747,679429220,449005615,074322678X"
257024,"345372700,074322678X,449005615,553584383,446310786,847223973X,1879384493,140067477,60976845,1881320189"
257028,"8445071408,074322678X,312252617,140067477,385336772,60914068,195153448,964778319,316769487,8445071777"
257069,"1558531025,1881320189,451166892,345402871,449005615,439095026,786868716,345372700,440234743,840734530"
257145,"60929790,609804618,8445071408,2740230,446310786,1900850303,1558531025,60973129,441783589,553278398"
257204,"8445071408,966986105,1879384493,609804618,446310786,679865691,140067477,446601640,375759778,312252617"
257390,"8445071408,446310786,60168013,440234743,786868716,1900850303,451208080,399135782,60929790,374157065"
257439,"684823802,8401422825,446310786,8445071777,8445071408,679429220,399135782,812575482,8476409419,345417623"
257492,"446310786,609804618,374157065,399135782,1900850303,375509038,316769487,345372700,2005018,380778556"
257495,"446310786,966986105,380778556,1881320189,609804618,374157065,553347594,8445071408,8401422825,1841721522"
257545,"1558531025,446310786,3404921038,812575482,380715899,8445071408,553347594,60976845,399135782,345417623"
257636,"316769487,553347594,446310786,074322678X,8445071408,966986105,345372700,399135782,8476409419,440225701"
257700,"8445071408,399135782,609804618,345372700,074322678X,038572179X,449005615,374157065,2005018,553347594"
257701,"8445071408,964778319,1879384493,399135782,553278398,812575482,1881320189,380778556,385336772,60168013"
257784,"671621009,786868716,8445071408,553582747,345417623,964778319,345372700,399135782,440234743,1900850303"
257791,"374157065,451410319,847223973X,609804618,671621009,140067477,345417623,8445071777,60976845,1558531025"
257804,"446310786,786868716,60168013,1879384493,316769487,425099148,609804618,553347594,385336772,375509038"
257878,"1558531025,8445071408,316769487,374157065,074322678X,609804618,345372700,446310786,425099148,679865691"
257900,"8445071408,316769487,60929790,847223973X,786868716,812575482,345402871,399135782,140067477,679810307"
257916,"1900850303,140067477,8445071408,786868716,399135782,345417623,3404921038,380778556,2005018,446310786"
258023,"316735736,847223973X,60976845,553347594,385336772,375509038,374157065,60973129,1900850303,2740230"
258084,"446310786,1881320189,399135782,2070423204,440225701,679865691,8476409419,140067477,8445071777,964778319"
258109,"8445071408,140067477,449005615,316748641,446310786,451166892,3404921038,441783589,1575663937,1900850303"
258117,"345372700,8445071408,679429220,609804618,60168013,3404921038,399135782,8401422825,446310786,1558531025"
258132,"446310786,316735736,8445071408,553347594,609804618,439095026,441783589,375500766,345372700,1569871213"
258147,"8445071408,446310786,451410319,380778556,8401422825,074322678X,1879384493,1569871213,1841721522,451406923"
258151,"316769487,1879384493,8445071777,1853260053,399135782,446310786,1558531025,684823802,440234743,8401422825"
258152,"8445071408,399135782,964778319,847223973X,451406923,679865691,140067477,553584383,553347594,689821166"
258160,"399135782,966986105,8445071408,446310786,2005018,1569871213,8476409419,2740230,038572179X,847223973X"
258185,"8445071408,449005615,140067477,553347594,074322678X,1900850303,8476409419,451166892,840734530,399135782"
258266,"399135782,380778556,60914068,345372700,446310786,8401422825,8445071777,609804618,671621009,038572179X"
258270,"8445071408,553347594,671621009,312252617,964778319,399135782,966986105,60929790,140067477,840734530"
258329,"553347594,1900850303,449005615,3404921038,671621009,8476409419,609804618,60929790,8445071408,847223973X"
258352,"074322678X,316769487,8445071408,399135782,446310786,038572179X,449005615,553347594,440225701,1881320189"
258373,"345402871,2005018,1558531025,1881320189,8401422825,074322678X,553347594,689821166,380778556,60168013"
258403,"316769487,8445071408,399135782,446310786,684823802,60938412,679865691,439095026,609804618,380778556"
258534,"8445071408,3404921038,8476409419,1881320189,553347594,316735736,2740230,964778319,679865691,441783589"
258550,"042518630X,553582747,385336772,671621009,374157065,451166892,8445071408,1881320189,679865691,446310786"
258566,"399135782,8401422825,60929790,316748641,812575482,786868716,840734530,374157065,966986105,8445071408"
258599,"8445071408,074322678X,60976845,345372700,425184226,446310786,1558531025,2005018,3404921038,1853260053"
258648,"385336772,446310786,8445071777,8445071408,786868716,1881320189,679865691,3404921038,345417623,140067477"
258675,"609804618,345417623,374157065,449005615,074322678X,671621009,786868716,1881320189,316769487,8445071408"
258690,"8445071408,441783589,2005018,8476409419,609804618,8445071777,375500766,786868716,3404921038,8401422825"
258747,"840734530,8401422825,553347594,399135782,8445071408,786868716,60976845,316769487,1900850303,446310786"
258837,"316748641,446310786,684823802,679865691,345465083,60973129,042518630X,316769487,1879384493,140067477"
258841,"399135782,812575482,553347594,786868716,671621009,8445071408,840734530,074322678X,380778556,425182908"
258879,"1558531025,8401422825,2005018,451208080,553582747,1879384493,345372700,345417623,316769487,3404921038"
258884,"8445071408,609804618,1879384493,964778319,60929790,345417623,446310786,451166892,8401422825,2005018"
258938,"812575482,8445071408,3404921038,399135782,8445071777,316748641,60929790,316769487,140067477,441783589"
258952,"60929790,385336772,689821166,345417623,786868716,399135782,671621009,553347594,451166892,2005018"
258972,"316769487,1879384493,8401422825,446310786,399135782,786868716,679429220,8445071408,3404921038,60929790"
258982,"8445071777,3404921038,345372700,8445071408,446310786,60976845,553347594,671621009,345465083,966986105"
259004,"399135782,316769487,1881320189,8445071408,385336772,966986105,067176537X,316748641,609804618,553582747"
259028,"1900850303,786868716,3404921038,446310786,1881320189,8445071408,2005018,689821166,380778556,345402871"
259035,"553347594,609804618,374157065,1569871213,316769487,840734530,8445071408,8401422825,812575482,60168013"
259057,"553347594,8445071408,446310786,8401422825,140067477,449005615,679865691,345417623,1879384493,451208080"
259064,"8445071408,446310786,140067477,609804618,374157065,441783589,316769487,399135782,8476409419,847223973X"
259078,"8445071408,385336772,1879384493,8476409419,8445071777,1558531025,1569871213,380778556,074322678X,452264464"
259101,"399135782,2740230,8476409419,8445071408,446310786,8401422825,316769487,140067477,1558531025,786868716"
259114,"1900850303,609804618,399135782,451166892,140067477,446310786,385336772,553582747,452264464,8445071408"
259118,"399135782,786868716,8445071408,312252617,316769487,3404921038,1881320189,679865691,345417623,847223973X"
259205,"140067477,1879384493,8445071777,385336772,316769487,449005615,812575482,446310786,345372700,1558531025"
259223,"345417623,553347594,449005615,8445071777,8445071408,679865691,553584383,8401422825,074322678X,8476409419"
259264,"812575482,3404921038,449005615,140067477,8476409419,1879384493,451208080,609804618,385336772,2740230"
259285,"60168013,8445071408,553347594,609804618,553582747,671621009,451410319,446310786,1879384493,316769487"
259312,"553347594,609804618,449005615,446310786,553582747,786868716,8445071777,1558531025,8476409419,316769487"
259316,"1879384493,1900850303,2005018,966986105,1558531025,8445071408,446310786,812575482,847223973X,8476409419"
259337,"374157065,1881320189,1879384493,1558531025,8445071408,441783589,140067477,966986105,1841721522,679429220"
259371,"8445071408,689821166,399135782,8445071777,1558531025,609804618,553347594,074322678X,679429220,316735736"
259378,"8445071408,847223973X,786868716,345372700,439095026,446310786,440234743,840734530,60168013,553582747"
259430,"8445071408,553347594,345372700,074322678X,446310786,140067477,385336772,380715899,1841721522,375500766"
259474,"425099148,441783589,446310786,1558531025,345372700,8401422825,8445071408,380778556,038078243X,553583468"
259526,"8445071408,684823802,316769487,2005018,60929790,1881320189,60976845,140067477,441783589,1558531025"
259531,"316769487,553347594,553582747,1881320189,446310786,60973129,8445071408,8476409419,786868716,553584383"
259543,"553347594,449005615,8445071408,140067477,847223973X,380715899,374157065,440225701,399135782,2070423204"
259624,"8445071408,8445071777,375500766,684823802,399135782,964778319,380778556,786868716,553582747,671621009"
259628,"8445071408,449005615,2740230,684823802,140067477,385336772,1841721522,446310786,966986105,399135782"
259629,"449005615,399135782,1558531025,316973742,671621009,553584383,375406328,8445071408,451166892,316769487"
259778,"446310786,553347594,074322678X,786868716,425099148,345465083,140067477,399135782,316769487,3404921038"
259829,"553347594,074322678X,316769487,345402871,812575482,3404921038,8445071408,449005615,840734530,446310786"
259846,"60929790,452264464,399135782,60976845,8445071408,140067477,966986105,1881320189,609804618,440949424"
259893,"553347594,1881320189,679865691,8445071408,2005018,3404921038,345372700,451166892,60976845,786868716"
259901,"8445071408,8476409419,671621009,446310786,60929790,2005018,312252617,345372700,316735736,2740230"
259930,"316769487,679865691,8445071408,399135782,553582747,440223571,553347594,345372700,1881320189,074322678X"
259999,"8445071408,446310786,399135782,074322678X,2740230,449005615,840734530,316735736,812575482,1881320189"
260099,"8445071408,446310786,374157065,553584383,1558531025,375406328,380778556,60914068,399135782,966986105"
260102,"446310786,380778556,385336772,380715899,316769487,441783589,553347594,847223973X,2740230,609804618"
260183,"8445071408,8476409419,374157065,3404921038,312252617,074322678X,140067477,840734530,60929790,451166892"
260194,"385336772,8445071408,553347594,8445071777,451166892,345372700,679429220,074322678X,1881320189,964778319"
260208,"140067477,316769487,446310786,452264464,8445071408,8401422825,609804618,8445071777,966986105,399135782"
260366,"8445071408,140067477,067976397X,609804618,399135782,446601640,1569871213,1879384493,553347594,553582747"
260447,"446310786,3404921038,609804618,1558531025,140067477,399135782,080652121X,966986105,60976845,1881320189"
260484,"671621009,8445071408,553582747,446310786,452264464,380619458,2740230,609804618,60929790,553584383"
260531,"316769487,553347594,609804618,345372700,8476409419,316973742,1881320189,375406328,8401422825,446310786"
260646,"345417623,8445071408,1881320189,553347594,446310786,679865691,671621009,966986105,60168013,786868716"
260655,"446310786,380778556,316769487,3404921038,451410319,553347594,8445071408,1900850303,374157065,60914068"
260699,"316769487,374157065,8445071408,380778556,080652121X,553582747,1569871213,345465083,449005615,966986105"
260897,"8445071408,60929790,786868716,3404921038,812575482,1558531025,553347594,8401422825,074322678X,847223973X"
260929,"1900850303,60914068,385336772,451166892,786868716,1558531025,140067477,446310786,375500766,440234743"
260967,"074322678X,374157065,399135782,8445071408,140067477,446310786,679429220,1841721522,8445071777,609804618"
260974,"8445071408,966986105,553347594,8401422825,316748641,2005018,1569871213,553583468,1900850303,8445071777"
261015,"8445071408,553582747,1881320189,786868716,553347594,316769487,8401422825,1558531025,840734530,1841721522"
261037,"8476409419,375509038,452264464,1879384493,966986105,8445071408,1558531025,1900850303,375500766,812575482"
261105,"8445071408,786868716,399135782,8401422825,393045218,3404921038,553584383,966986105,345417623,449005615"
261120,"345372700,1879384493,689821166,8445071408,966986105,679865691,8401422825,609804618,60929790,446310786"
261208,"8445071777,60976845,316769487,60168013,8445071408,449005615,446310786,671621009,1575663937,380778556"
261265,"074322678X,847223973X,8445071777,3404921038,8445071408,966986105,812575482,345372700,1841721522,380778556"
261327,"316769487,1558531025,375509038,553582747,671621009,345372700,399135782,60929790,684823802,1879384493"
261378,"8445071408,3404921038,60929790,786868716,847223973X,671621009,2005018,446310786,140067477,609804618"
261379,"446310786,074322678X,3404921038,8445071408,553584383,1881320189,60976845,140067477,345372700,399135782"
261443,"8445071408,074322678X,452264464,8476409419,446310786,441783589,451166892,140067477,1569871213,316769487"
261567,"399135782,8445071408,786868716,60914068,689821166,812575482,316769487,966986105,345372700,1881320189"
261577,"966986105,8445071408,446310786,140067477,60929790,812575482,671621009,452264464,1558531025,316748641"
261603,"8445071408,446310786,399135782,385336772,451166892,966986105,679865691,374157065,8445071777,1569871213"
261611,"553347594,8445071408,399135782,375509038,840734530,553582747,8445071777,449005615,1900850303,3404921038"
261685,"345372700,966986105,553582747,8445071408,399135782,1879384493,446310786,385336772,380778556,316769487"
261792,"786868716,8445071408,345372700,8401422825,385336772,553347594,316769487,553584383,842342702,1881320189"
261829,"385336772,449005615,316769487,553582747,1879384493,60929790,441783589,345372700,8401422825,345465083"
261860,"399135782,316769487,786868716,553582747,375509038,374157065,8445071408,038572179X,8476409419,1900850303"
261881,"446310786,316735736,451208080,786868716,553584383,609804618,60914068,1900850303,316769487,847223973X"
261886,"847223973X,964778319,446310786,8445071408,345372700,399135782,3404921038,316735736,1569871213,60168013"
262070,"449005615,316769487,553347594,441783589,380778556,345417623,840734530,8445071777,375759778,60976845"
262151,"446310786,449005615,786868716,8445071408,8445071777,345372700,1881320189,609804618,8476409419,399135782"
262186,"345417623,786868716,609804618,8401422825,446310786,449005615,60976845,399135782,074322678X,380778556"
262187,"966986105,446310786,60929790,316769487,2070423204,609804618,553347594,399135782,452264464,1558531025"
262391,"8445071408,446310786,60168013,345417623,786868716,380778556,60929790,1879384493,60938412,964778319"
262399,"8401422825,399135782,446310786,8445071408,1879384493,964778319,786868716,609804618,2005018,140067477"
262402,"446310786,399135782,140067477,786868716,8445071408,345417623,3404921038,316769487,966986105,609804618"
262407,"8445071408,964778319,385336772,553347594,380778556,446310786,374157065,840734530,451208080,316769487"
262421,"609804618,1881320189,140067477,345465083,8401422825,8445071408,446310786,671621009,399135782,375500766"
262459,"425099148,446310786,609804618,786868716,8445071408,452264464,60973129,847223973X,553347594,840734530"
262479,"60929790,067176537X,316735736,1558531025,316769487,425163091,671867156,609804618,1881320189,375759778"
262491,"399135782,316769487,609804618,743249992,446310786,425099148,786868716,441783589,8401422825,60168013"
262521,"446310786,3404921038,553347594,1881320189,451208080,380715899,316769487,8445071408,8445071777,385336772"
262525,"8445071408,1879384493,380715899,446310786,449005615,375509038,609804618,425099148,812575482,553347594"
262715,"449005615,385336772,446310786,1881320189,553347594,847223973X,1841721522,679865691,316769487,553582747"
